Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Spectamine,iofetamine hydrochloride  I 123,Medi-Physics,NDA,19432,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/12/1985,12/24/1987,1987,evaluation of nonlucunar stroke especially when used within 96 hours of the first onset of neurological deficit,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-02-12,1987-12-24,1045,6.951772164398911,Pre-PDUFA
Prozac,fluoxetine hydrochloride,Eli Lilly,NDA,18936,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/6/1983,12/29/1987,1987,treatment of depression,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-09-06,1987-12-29,1575,7.362010551259734,Pre-PDUFA
Prinivil,lisinopril,Merck Sharp & Dohme,NDA,19558,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/17/1986,12/29/1987,1987,treatment of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-04-17,1987-12-29,621,6.431331081933479,Pre-PDUFA
Cefmax,cefmenoxime hydrochloride,TAP Pharmaceuticals,NDA,50571,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/28/1983,12/30/1987,1987,"indicated for the treatment of infections caused by susceptible strains of designated microorganisms in:  Lower respiratory infections, urinary tract infections",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-06-28,1987-12-30,1646,7.406103381237015,Pre-PDUFA
Levatol,penbutolol sulfate,Eli Lilly,NDA,18976,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/6/1983,12/30/1987,1987,treatment of mild-to-moderate arterial hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-09-06,1987-12-30,1576,7.362645270417825,Pre-PDUFA
Deursil,ursodiol,Gipharmex,NDA,19594,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/24/1986,12/31/1987,1987,"patients with radiolucent, non-calcified, gallbladder stones <20mm in greatest diameter in whom elective cholecystectomy would be undertaken except for the presence of increased surgical risk due to systemic disease or age",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-02-24,1987-12-31,675,6.51471269087253,Pre-PDUFA
Terazol 7,terconazole,Ortho,NDA,19579,NA,NA,Cream,Vaginal,NA,NA,NA,NA,5/22/1986,12/31/1987,1987,local treatment of vulvovaginal candidiasis (moniliasis),NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-05-22,1987-12-31,588,6.376726947898627,Pre-PDUFA
Corotrope,milrinone lactate,Sterling-Winthrop,NDA,19436,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/27/1985,12/31/1987,1987,short-term  intravenous  treatment  of  patients  with  acute  decompensated  heart  failure,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-06-27,1987-12-31,917,6.821107472256465,Pre-PDUFA
Bactroban,mupirocin,Beecham,NDA,50591,NA,NA,Ointment,Topical,NA,NA,NA,NA,3/26/1984,12/31/1987,1987,"indicated for the topical treatment of impetigo due to: Staphylococcus aureus, beta hemolytic Streptococcus, and Streptococcus pyogenes",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-03-26,1987-12-31,1375,7.226209010100671,Pre-PDUFA
Iopidine,apraclonidine hydrochloride,Alcon,NDA,19779,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,10/5/1987,12/31/1987,1987,to control or prevent postsurgical elevations in intraocular pressure that occur in patients after argon laser trabeculoplasty or argon laser iridotomy,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-10-05,1987-12-31,87,4.465908118654584,Pre-PDUFA
Rimadyl,carprofen,Hoffmann-La Roche,NDA,18550,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/24/1980,12/31/1987,1987,"acute or long-term use for the relief of signs and symptoms of rheumatiod arthritis, osteoarthritis, and acute gouty arthritis",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1980-09-24,1987-12-31,2654,7.8838232148921525,Pre-PDUFA
Naftin,naftifine hydrochloride,Herbert Labs,NDA,19599,NA,NA,Cream,Topical,NA,NA,NA,NA,3/18/1986,2/29/1988,1988,indicated for the topical treatment of tinea cruris and tinea corporis,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-03-18,1988-02-29,713,6.569481420414296,Pre-PDUFA
Axid,nizatidine,Eli Lilly,NDA,19508,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/15/1986,4/12/1988,1988,treatment of active duodenal ulcers for up to six weeks; maintenance therapy of duodenal ulcer patients at a reduced dosage after healing of an active duodenal ulcer,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-05-15,1988-04-12,698,6.548219102762372,Pre-PDUFA
Magnevist,gadopentetate dimeglumine,Berlex,NDA,19596,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/19/1986,6/2/1988,1988,"using magnetic resonance imaging in adult patients, gadopentetate dimeglumine provides contrast enhancement in those intracranial lesions with abnormal vascularity or those thought to cause an abnormal blood brain barrier",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-08-19,1988-06-02,653,6.481577129276431,Pre-PDUFA
Voltaren,diclofenac sodium,Ciba,NDA,19201,NA,NA,"Tablet, Delayed Release",Oral,NA,NA,NA,NA,12/20/1983,7/28/1988,1988,"acute and chronic treatment of the signs and symptoms of rheumatoid arthritis, osteoarthritis, and ankylosing spondylitis",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-12-20,1988-07-28,1682,7.427738840532894,Pre-PDUFA
Thiola,tiopronin,Mission Pharmacal,NDA,19569,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/8/1986,8/11/1988,1988,"prevention of cystine (kidney) stone formation in patients with severe homozygous cystinuria with urinary cystine greater than 500 mg/day, who are resistant to treatment with conservative measures of high fluid intake, alkali and diet modification, or who have adverse reactions to d-penicillamine",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-01-08,1988-08-11,946,6.852242569051878,Pre-PDUFA
Photoplex,"avobenzone, padimate-O",Herbert Labs,NDA,19459,NA,NA,Lotion,Topical,NA,NA,NA,NA,4/8/1985,9/30/1988,1988,protection from the acute and long-term risks associated with UVA and UVB light exposure,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-04-08,1988-09-30,1271,7.147559271189454,Pre-PDUFA
Sandostatin,octreotide acetate,Sandoz,NDA,19667,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/9/1987,10/21/1988,1988,treatment of chronic and severe diarrhea and flushing episodes associated with carcinoid tumors and vasoactive intestinal peptide-secreting tumors (VIPomas),NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-02-09,1988-10-21,620,6.429719478039138,Pre-PDUFA
Cardene,nicardipine hydrochloride,Syntex,NDA,19488,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/20/1985,12/21/1988,1988,management of patients with chronic stable angina (effort-associated angina); management of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-11-20,1988-12-21,1127,7.027314514039777,Pre-PDUFA
Ethamolin,ethanolamine oleate,Glaxo,NDA,19357,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/14/1984,12/22/1988,1988,"treatment of patients with esophageal varices that have recently bled, to prevent rebleeding",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-09-14,1988-12-22,1560,7.352441100243583,Pre-PDUFA
Cytotec,misoprostol,Searle,NDA,19268,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/23/1984,12/27/1988,1988,"prevention of NSAID (nonsteroidal anti-inflammatory drugs, including aspirin)- induced gastric ulcers in patients at high risk of complications from a gastric ulcer, e.g., the elderly and patients with concomitant disease, as well as patients at high risk of developing gastric ulceration, such as patients with a history of ulcer",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-05-23,1988-12-27,1679,7.425953657077541,Pre-PDUFA
Nimotop,nimodipine,Miles,NDA,18869,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/17/1982,12/28/1988,1988,for the improvement of neurological deficits due to spasm following subarachnoid hemorrhage from ruptured congenital intracranial aneurysms in patients who are in good neurological condition post-ictus (e.g. Hunt and Hess Grades I-III),NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1982-09-17,1988-12-28,2294,7.738052297689316,Pre-PDUFA
Cartrol,carteolol hydrochloride,Abbott Laboratories,NDA,19204,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/3/1984,12/28/1988,1988,management of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-10-03,1988-12-28,1547,7.344072850573066,Pre-PDUFA
Hismanal,astemizole,Janssen,NDA,19402,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/25/1985,12/29/1988,1988,relief of symptoms associated with seasonal allergic rhinitis and chronic idiopathic urticaria,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-02-25,1988-12-29,1403,7.246368080102461,Pre-PDUFA
Oxistat,oxiconazole nitrate,Glaxo,NDA,19828,NA,NA,Cream,Topical,NA,NA,NA,NA,2/11/1988,12/30/1988,1988,"treatment of tinea pedis, tinea cruris and tinea corporis due to Trichophyton rubrum, Trichophyton mentagrophytes, or Epidermophyton floccosum",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-02-11,1988-12-30,323,5.777652323222656,Pre-PDUFA
Optiray,ioversol,Mallinckrodt,NDA,19710,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/26/1987,12/30/1988,1988,"Optiray-320 for angiography throughout the cardiovascular system including cerebral, coronary, peripheral, visceral and renal arteriography, aortography, and left ventriculography; contrast enhanced CT imaging of the head and body, and I.V. excretory urography. Optiray-240  indicated  for cerebral angiography and venography. Optiray-160 intra-arterial digital subtraction angiography",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-06-26,1988-12-30,553,6.315358001522335,Pre-PDUFA
Ifex,ifosfamide,Bristol-Myers,NDA,19763,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/10/1987,12/30/1988,1988,"used in combination with certain other approved antineoplastic agents is indicated for third-line chemotherapy of germ cell testicular cancer. It should ordinarily be used in combination with a prophylactic agent for hemorrhagic cystitis, such as mesna",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-12-10,1988-12-30,386,5.955837369464831,Pre-PDUFA
Ceretec,technetium Tc-99m exametazime,Amersham,NDA,19829,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/15/1988,12/30/1988,1988,use as an adjunct in the detection of altered regional cerebral perfusion in strokes,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-03-15,1988-12-30,290,5.66988092298052,Pre-PDUFA
Mesnex,mesna,Asta,NDA,19884,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,7/6/1988,12/30/1988,1988,prophylactic agent for reducing the incidence of ifosamide-induced hemorrhagic cystitis,NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-07-06,1988-12-30,177,5.176149732573829,Pre-PDUFA
Ceradon,cefotiam hydrochloride,Takeda,NDA,50601,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/30/1985,12/30/1988,1988,"treatment of infections caused by susceptible strains of the designated microorganisms: lower respiratory tract infections, bronchitis, and pneumonia",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-04-30,1988-12-30,1340,7.200424892944957,Pre-PDUFA
Permax,pergolide mesylate,Eli Lilly,NDA,19385,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/13/1985,12/30/1988,1988,as adjunctive treatment to levodopa in the management of the signs and symptoms of Parkinson’s disease,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-09-13,1988-12-30,1204,7.093404625868766,Pre-PDUFA
Eulexin,flutamide,Schering,NDA,18554,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/30/1980,1/27/1989,1989,in combination with LHRH agonistic analogs (such as leuprolide acetate) for the treatment of metastatic prostatic carcinoma,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1980-09-30,1989-01-27,3041,8.019941687677365,Pre-PDUFA
Cefpiramide,cefpiramide sodium,Wyeth-Ayerst,NDA,50633,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/31/1987,1/31/1989,1989,"indicated for the treatment of the following infections when caused by susceptible strains of designated organisms:  lower respiratory infections including pneumonia, skin and skin structure infections",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-07-31,1989-01-31,550,6.309918278226516,Pre-PDUFA
Paraplatin,carboplatin,Bristol-Myers,NDA,19880,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/30/1988,3/3/1989,1989,"palliative treatment of patients with ovarian carcinoma recurrent after prior chemotherapy, including patients who have previously been treated with cisplatin",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-06-30,1989-03-03,246,5.5053315359323625,Pre-PDUFA
Suprax,cefixime,Lederle,NDA,50621,50622,NA,Tablet,Oral,Suspension,Oral,NA,NA,6/27/1986,4/28/1989,1989,"indicated in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: Uncomplicated Urinary Tract Infections, Otitis Media, Pharyngitis and tonsillitis, Acute Bronchitis and Acute Exacerbations of Chronic Bronchitis",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-06-27,1989-04-28,1036,6.943122422819428,Pre-PDUFA
Lariam,mefloquine hydrochloride,Department of the Army,NDA,19578,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/5/1986,5/2/1989,1989,"treatment of mild to moderate acute malaria caused by mefloquine-susceptible strains of P. falciparum (both chloroquine-susceptible and resistant strains) or by Plasmodium vivax; also indicated for the prophylaxis of P. falciparum and P. vivax malaria infections, including prophylaxis of chloroquine-resistant strains of P. falciparum.",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-02-05,1989-05-02,1182,7.074963197966044,Pre-PDUFA
Epogen,epoetin alfa,Amgen,BLA,103234,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/3/1987,6/1/1989,1989,"treatment of anemia associated with chronic renal failure, including patients on dialysis (end-stage renal disease) and patients not on dialysis",NA,Standard,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-11-03,1989-06-01,576,6.3561076606958915,Pre-PDUFA
Eldepryl,selegiline hydrochloride,Somerset,NDA,19334,NA,NA,Tablet,Oral,NA,NA,NA,NA,7/23/1984,6/5/1989,1989,indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbidopa who exhibit deterioration in the quality of their response to this therapy,NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-07-23,1989-06-05,1778,7.48324441607385,Pre-PDUFA
Cytovene,ganciclovir sodium,Syntex,NDA,19661,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/29/1986,6/23/1989,1989,"treatment of CMV retinitis in immunocompromised 
patients, including patients with acquired immunodeficiency syndrome (AIDS)",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-12-29,1989-06-23,907,6.810142450115136,Pre-PDUFA
Losec,omeprazole,Merck Sharp & Dohme,NDA,19810,NA,NA,"Capsule, Delayed Release Pellets",Oral,NA,NA,NA,NA,7/1/1988,9/14/1989,1989,"short-term treatment (four to eight weeks) of severe erosive esophagitis; short-term treatment of symptomatic gastroesophageal reflux disease (GERD) poorly responsive to customary medical treatment, usually including an adequate course of a histamine H2 receptor antagonist;  long-term treatment of Zollinger-Ellison syndrome",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-07-01,1989-09-14,440,6.0867747269123065,Pre-PDUFA
Clozaril,clozapine,Sandoz,NDA,19758,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/1/1987,9/26/1989,1989,treatment of severely ill schizophrenic patients who fail to respond to standard drug therapies,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-09-01,1989-09-26,756,6.628041376179533,Pre-PDUFA
Diprivan,propofol,ICI,NDA,19627,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/1/1986,10/2/1989,1989,induction and maintenance of anesthesia,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-08-01,1989-10-02,1158,7.05444965813294,Pre-PDUFA
Alferon N,interferon alfa-n3,Interferon Sciences,BLA,103158,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/16/1985,10/10/1989,1989,treatment of condyloma acuminata (genital warts),NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-12-16,1989-10-10,1394,7.2399325913204695,Pre-PDUFA
Adenocard,adenosine,Medco,NDA,19937,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/28/1988,10/30/1989,1989,"indicated for conversion to sinus rhythm of paroxysmal supraventricular tachycardia (PSVT), including that associated with accessory bypass tracts (Wolff-Parkinson-White Syndrome)",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-12-28,1989-10-30,306,5.723585101952381,Pre-PDUFA
Eminase,anistreplase,Beecham,BLA,103273,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/8/1988,11/27/1989,1989,"indicated for use in the management of acute myocardial infarction (AMI) in adults, for the lysis of thrombi obstructing coronary arteries, the reduction of infarct size, the improvement of ventricular function following AMI, and the reduction of mortality associated with AMI",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,Biologic product assigned new license number and now referenced by BLA 103674,1988-06-08,1989-11-27,537,6.285998094508865,Pre-PDUFA
Rythmol,propafenone hydrochloride,Knoll,NDA,19151,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/26/1983,11/27/1989,1989,"treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician, are life-threatening",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-10-26,1989-11-27,2224,7.707062655370473,Pre-PDUFA
Toradol,ketorolac tromethamine,Syntex,NDA,19698,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/22/1987,11/30/1989,1989,indicated for the short-term management of pain,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-06-22,1989-11-30,892,6.79346613258001,Pre-PDUFA
Osmovist,iotrolan,Berlex,NDA,19580,NA,NA,Injectable,Intrathecal,NA,NA,NA,NA,2/10/1986,12/7/1989,1989,"indicated for lumbar, thoracic, cervical, and total columnar myelography, and computerized tomography (CT) of spinal and subarachnoid spaces, in adults",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-02-10,1989-12-07,1396,7.241366283322318,Pre-PDUFA
Oculinum,botulinum toxin type A,Allergan,BLA,103000,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/28/1985,12/9/1989,1989,"for the treatment of strabismus  in patients 12 years of age and above;
blepharospasm associated with dystonia, including benign essential blepharospasm or [seventh] nerve disorders in patients 12 years of age and above",NA,Standard,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-03-28,1989-12-09,1717,7.448333860897476,Pre-PDUFA
Zefazone,cefmetazole sodium,Upjohn,NDA,50637,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/31/1987,12/11/1989,1989,"treatment of serious infections caused by susceptible strains of the designated microorganisms in the following diseases: Urinary Tract Infections; Lower Respiratory Tract Infections; Skin and Skin Structure Infections; Intraabdominal Infections; reduce the incidence of certain postoperative infections in patients who undergo caesarean section, abdominal or vaginal hysterectomy, cholecystectomy (high risk patients), and colorectal surgery",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-12-31,1989-12-11,711,6.566672429803241,Pre-PDUFA
Pindac,pinacidil,Eli Lilly,NDA,19456,NA,NA,"Capsule, Extended Release",Oral,NA,NA,NA,NA,7/31/1985,12/28/1989,1989,treatment of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-07-31,1989-12-28,1611,7.384610383176974,Pre-PDUFA
Anafranil,clomipramine hydrochloride,Ciba-Geigy,NDA,19906,NA,NA,Capsule,Oral,NA,NA,NA,NA,6/16/1989,12/29/1989,1989,"treatment of obsessions and compulsions in patients with Obsessive Compulsive Disorder (OCD). The obsessions or compulsions must cause marked distress, be time-consuming, or significantly interfere with social or occupational functioning, in order to meet the DSM III-R (circa 1989) diagnosis of OCD",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1989-06-16,1989-12-29,196,5.278114659230517,Pre-PDUFA
Zoladex,goserelin acetate,ICI,NDA,19726,NA,NA,Implant,Implantation,NA,NA,NA,NA,8/14/1987,12/29/1989,1989,palliative treatment of advanced carcinoma of the prostate,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-08-14,1989-12-29,868,6.7661917146603505,Pre-PDUFA
