Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,therapeutic_area,classification_confidence,classification_method,review_type_simplified,therapeutic_area_factor,review_type_factor,regulatory_era_factor,review_time_days_response,log_review_time_days_response
Retrovir,zidovudine,Burroughs Wellcome,NDA,19655,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/2/1986,3/19/1987,1987,for the management of certain adult patients with symptomatic HIV infection (AIDS and advanced ARC) who have a history of cytologically confirmed Pneumocystis carinii pneumonia (PCP) or an absolute CD4 (T4 helper/inducer) lymphocyte count of less than 200/mm in the peripheral blood before therapy is begun,NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-12-02,1987-03-19,107,4.672828834461906,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,107,4.672828834461906
Elocon,mometasone furoate,Schering,NDA,19543,NA,NA,Ointment,Topical,NA,NA,NA,NA,11/8/1985,4/30/1987,1987,indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-11-08,1987-04-30,538,6.2878585601617845,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,538,6.2878585601617845
Hytrin,terazosin hydrochloride,Abbott Laboratories,NDA,19057,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/3/1983,8/7/1987,1987,treatment of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-10-03,1987-08-07,1404,7.247080584585756,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1404,7.247080584585756
Mevacor,lovastatin,Merck Sharp & Dohme,NDA,19643,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/14/1986,8/31/1987,1987,indicated as an adjunct to diet for the reduction of elevated total and LDL cholesterol levels in patients with primary hypercholesterolemia (Types IIa and IIb) when the response to diet and other nonpharmacological measures alone has been inadequate,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-11-14,1987-08-31,290,5.66988092298052,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,290,5.66988092298052
Cipro,ciprofloxacin hydrochloride,Miles,NDA,19537,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/25/1986,10/22/1987,1987,"indicated for treatment of infections caused by susceptible strains of designated microorganisms in the conditions listed: lower respiratory, skin and skin structure, bone and joint, and urinary tract infections; infectious diarrhea",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-03-25,1987-10-22,576,6.3561076606958915,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,576,6.3561076606958915
Activase,alteplase,Genentech,BLA,103172,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/1/1986,11/13/1987,1987,"indicated for use in the management of acute myocardial infarction in adults for the lysis of thrombi obstructing coronary arteries, the improvement of ventricular function and reduction of the incidence of congestive heart failure",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-05-01,1987-11-13,561,6.329720905522696,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,561,6.329720905522696
Novantrone,mitoxantrone hydrochloride,Lederle,NDA,19297,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/24/1984,12/23/1987,1987,"indicated in the initial therapy of acute nonlymphocytic leukemia (ANLL) in adults.  This category includes myelogenous, promyelocytic, monocytic, and erythroid acute leukemias",NA,Standard,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-05-24,1987-12-23,1308,7.176254532017144,Oncology,high,indication_keyword_match,Standard,Oncology,Standard,Pre-PDUFA,1308,7.176254532017144
Parathar,teriparatide acetate,Rorer,NDA,19498,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/28/1985,12/23/1987,1987,as a diagnostic agent to assist in establishing the diagnosis in patients presenting with evidence of hypocalcemia due to either hypoparathyroidism or pseudohypoparathyroidism,NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-06-28,1987-12-23,908,6.811244378601294,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,908,6.811244378601294
Ucephan,"sodium phenylacetate, sodium benzoate",Kendall McGaw,NDA,19530,NA,NA,Solution,Oral,NA,NA,NA,NA,10/2/1985,12/23/1987,1987,"indicated as adjunctive therapy for the prevention and treatment of hyperammonemia in chronic management of urea cycle enzymopathies involving partial or complete deficiencies of carbamylphosphate synthetase, ornithine transcarbmylase, or argininosuccinate synthetase",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-10-02,1987-12-23,812,6.699500340161678,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,812,6.699500340161678
Rowasa,mesalamine,Reid-Rowell,NDA,19618,NA,NA,Enema,Rectal,NA,NA,NA,NA,6/13/1986,12/24/1987,1987,"treatment of active mild to moderate distal ulcerative colitis, proctosigmoiditis or proctitis",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-06-13,1987-12-24,559,6.326149473155099,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,559,6.326149473155099
Spectamine,iofetamine hydrochloride  I 123,Medi-Physics,NDA,19432,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/12/1985,12/24/1987,1987,evaluation of nonlucunar stroke especially when used within 96 hours of the first onset of neurological deficit,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-02-12,1987-12-24,1045,6.951772164398911,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1045,6.951772164398911
Prozac,fluoxetine hydrochloride,Eli Lilly,NDA,18936,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/6/1983,12/29/1987,1987,treatment of depression,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-09-06,1987-12-29,1575,7.362010551259734,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,1575,7.362010551259734
Prinivil,lisinopril,Merck Sharp & Dohme,NDA,19558,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/17/1986,12/29/1987,1987,treatment of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-04-17,1987-12-29,621,6.431331081933479,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,621,6.431331081933479
Cefmax,cefmenoxime hydrochloride,TAP Pharmaceuticals,NDA,50571,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/28/1983,12/30/1987,1987,"indicated for the treatment of infections caused by susceptible strains of designated microorganisms in:  Lower respiratory infections, urinary tract infections",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-06-28,1987-12-30,1646,7.406103381237015,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1646,7.406103381237015
Levatol,penbutolol sulfate,Eli Lilly,NDA,18976,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/6/1983,12/30/1987,1987,treatment of mild-to-moderate arterial hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-09-06,1987-12-30,1576,7.362645270417825,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1576,7.362645270417825
Deursil,ursodiol,Gipharmex,NDA,19594,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/24/1986,12/31/1987,1987,"patients with radiolucent, non-calcified, gallbladder stones <20mm in greatest diameter in whom elective cholecystectomy would be undertaken except for the presence of increased surgical risk due to systemic disease or age",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-02-24,1987-12-31,675,6.51471269087253,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,675,6.51471269087253
Terazol 7,terconazole,Ortho,NDA,19579,NA,NA,Cream,Vaginal,NA,NA,NA,NA,5/22/1986,12/31/1987,1987,local treatment of vulvovaginal candidiasis (moniliasis),NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-05-22,1987-12-31,588,6.376726947898627,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,588,6.376726947898627
Corotrope,milrinone lactate,Sterling-Winthrop,NDA,19436,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/27/1985,12/31/1987,1987,short-term  intravenous  treatment  of  patients  with  acute  decompensated  heart  failure,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-06-27,1987-12-31,917,6.821107472256465,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,917,6.821107472256465
Bactroban,mupirocin,Beecham,NDA,50591,NA,NA,Ointment,Topical,NA,NA,NA,NA,3/26/1984,12/31/1987,1987,"indicated for the topical treatment of impetigo due to: Staphylococcus aureus, beta hemolytic Streptococcus, and Streptococcus pyogenes",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-03-26,1987-12-31,1375,7.226209010100671,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1375,7.226209010100671
Iopidine,apraclonidine hydrochloride,Alcon,NDA,19779,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,10/5/1987,12/31/1987,1987,to control or prevent postsurgical elevations in intraocular pressure that occur in patients after argon laser trabeculoplasty or argon laser iridotomy,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-10-05,1987-12-31,87,4.465908118654584,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,87,4.465908118654584
Rimadyl,carprofen,Hoffmann-La Roche,NDA,18550,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/24/1980,12/31/1987,1987,"acute or long-term use for the relief of signs and symptoms of rheumatiod arthritis, osteoarthritis, and acute gouty arthritis",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1980-09-24,1987-12-31,2654,7.883823214892152,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,2654,7.8838232148921525
Naftin,naftifine hydrochloride,Herbert Labs,NDA,19599,NA,NA,Cream,Topical,NA,NA,NA,NA,3/18/1986,2/29/1988,1988,indicated for the topical treatment of tinea cruris and tinea corporis,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-03-18,1988-02-29,713,6.569481420414296,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,713,6.569481420414296
Axid,nizatidine,Eli Lilly,NDA,19508,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/15/1986,4/12/1988,1988,treatment of active duodenal ulcers for up to six weeks; maintenance therapy of duodenal ulcer patients at a reduced dosage after healing of an active duodenal ulcer,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-05-15,1988-04-12,698,6.548219102762372,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,698,6.548219102762372
Magnevist,gadopentetate dimeglumine,Berlex,NDA,19596,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/19/1986,6/2/1988,1988,"using magnetic resonance imaging in adult patients, gadopentetate dimeglumine provides contrast enhancement in those intracranial lesions with abnormal vascularity or those thought to cause an abnormal blood brain barrier",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-08-19,1988-06-02,653,6.481577129276431,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,653,6.481577129276431
Voltaren,diclofenac sodium,Ciba,NDA,19201,NA,NA,"Tablet, Delayed Release",Oral,NA,NA,NA,NA,12/20/1983,7/28/1988,1988,"acute and chronic treatment of the signs and symptoms of rheumatoid arthritis, osteoarthritis, and ankylosing spondylitis",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1983-12-20,1988-07-28,1682,7.427738840532894,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1682,7.427738840532894
Thiola,tiopronin,Mission Pharmacal,NDA,19569,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/8/1986,8/11/1988,1988,"prevention of cystine (kidney) stone formation in patients with severe homozygous cystinuria with urinary cystine greater than 500 mg/day, who are resistant to treatment with conservative measures of high fluid intake, alkali and diet modification, or who have adverse reactions to d-penicillamine",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1986-01-08,1988-08-11,946,6.852242569051878,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,946,6.852242569051878
Photoplex,"avobenzone, padimate-O",Herbert Labs,NDA,19459,NA,NA,Lotion,Topical,NA,NA,NA,NA,4/8/1985,9/30/1988,1988,protection from the acute and long-term risks associated with UVA and UVB light exposure,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-04-08,1988-09-30,1271,7.147559271189454,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1271,7.147559271189454
Sandostatin,octreotide acetate,Sandoz,NDA,19667,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/9/1987,10/21/1988,1988,treatment of chronic and severe diarrhea and flushing episodes associated with carcinoid tumors and vasoactive intestinal peptide-secreting tumors (VIPomas),NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-02-09,1988-10-21,620,6.429719478039138,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Pre-PDUFA,620,6.429719478039138
Cardene,nicardipine hydrochloride,Syntex,NDA,19488,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/20/1985,12/21/1988,1988,management of patients with chronic stable angina (effort-associated angina); management of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-11-20,1988-12-21,1127,7.027314514039777,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1127,7.027314514039777
Ethamolin,ethanolamine oleate,Glaxo,NDA,19357,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/14/1984,12/22/1988,1988,"treatment of patients with esophageal varices that have recently bled, to prevent rebleeding",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-09-14,1988-12-22,1560,7.352441100243583,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,1560,7.352441100243583
Cytotec,misoprostol,Searle,NDA,19268,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/23/1984,12/27/1988,1988,"prevention of NSAID (nonsteroidal anti-inflammatory drugs, including aspirin)- induced gastric ulcers in patients at high risk of complications from a gastric ulcer, e.g., the elderly and patients with concomitant disease, as well as patients at high risk of developing gastric ulceration, such as patients with a history of ulcer",NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-05-23,1988-12-27,1679,7.425953657077541,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,1679,7.425953657077541
Nimotop,nimodipine,Miles,NDA,18869,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/17/1982,12/28/1988,1988,for the improvement of neurological deficits due to spasm following subarachnoid hemorrhage from ruptured congenital intracranial aneurysms in patients who are in good neurological condition post-ictus (e.g. Hunt and Hess Grades I-III),NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1982-09-17,1988-12-28,2294,7.738052297689316,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,2294,7.738052297689316
Cartrol,carteolol hydrochloride,Abbott Laboratories,NDA,19204,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/3/1984,12/28/1988,1988,management of hypertension,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1984-10-03,1988-12-28,1547,7.344072850573066,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1547,7.344072850573066
Hismanal,astemizole,Janssen,NDA,19402,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/25/1985,12/29/1988,1988,relief of symptoms associated with seasonal allergic rhinitis and chronic idiopathic urticaria,NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-02-25,1988-12-29,1403,7.246368080102461,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1403,7.246368080102461
Oxistat,oxiconazole nitrate,Glaxo,NDA,19828,NA,NA,Cream,Topical,NA,NA,NA,NA,2/11/1988,12/30/1988,1988,"treatment of tinea pedis, tinea cruris and tinea corporis due to Trichophyton rubrum, Trichophyton mentagrophytes, or Epidermophyton floccosum",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-02-11,1988-12-30,323,5.777652323222656,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,323,5.777652323222656
Optiray,ioversol,Mallinckrodt,NDA,19710,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/26/1987,12/30/1988,1988,"Optiray-320 for angiography throughout the cardiovascular system including cerebral, coronary, peripheral, visceral and renal arteriography, aortography, and left ventriculography; contrast enhanced CT imaging of the head and body, and I.V. excretory urography. Optiray-240  indicated  for cerebral angiography and venography. Optiray-160 intra-arterial digital subtraction angiography",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-06-26,1988-12-30,553,6.315358001522335,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,553,6.315358001522335
Ifex,ifosfamide,Bristol-Myers,NDA,19763,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/10/1987,12/30/1988,1988,"used in combination with certain other approved antineoplastic agents is indicated for third-line chemotherapy of germ cell testicular cancer. It should ordinarily be used in combination with a prophylactic agent for hemorrhagic cystitis, such as mesna",NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1987-12-10,1988-12-30,386,5.955837369464831,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Pre-PDUFA,386,5.955837369464831
Ceretec,technetium Tc-99m exametazime,Amersham,NDA,19829,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/15/1988,12/30/1988,1988,use as an adjunct in the detection of altered regional cerebral perfusion in strokes,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-03-15,1988-12-30,290,5.66988092298052,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,290,5.66988092298052
Mesnex,mesna,Asta,NDA,19884,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,7/6/1988,12/30/1988,1988,prophylactic agent for reducing the incidence of ifosamide-induced hemorrhagic cystitis,NA,Priority,Yes,N/A,N/A,N/A,N/A,N/A,N/A,NA,1988-07-06,1988-12-30,177,5.176149732573829,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,177,5.176149732573829
Ceradon,cefotiam hydrochloride,Takeda,NDA,50601,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/30/1985,12/30/1988,1988,"treatment of infections caused by susceptible strains of the designated microorganisms: lower respiratory tract infections, bronchitis, and pneumonia",NA,Standard,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-04-30,1988-12-30,1340,7.200424892944957,Other,high,indication_keyword_match,Standard,Other,Standard,Pre-PDUFA,1340,7.200424892944957
Permax,pergolide mesylate,Eli Lilly,NDA,19385,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/13/1985,12/30/1988,1988,as adjunctive treatment to levodopa in the management of the signs and symptoms of Parkinson’s disease,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1985-09-13,1988-12-30,1204,7.093404625868766,Other,high,indication_keyword_match,Priority,Other,Priority,Pre-PDUFA,1204,7.093404625868766
Eulexin,flutamide,Schering,NDA,18554,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/30/1980,1/27/1989,1989,in combination with LHRH agonistic analogs (such as leuprolide acetate) for the treatment of metastatic prostatic carcinoma,NA,Priority,No,N/A,N/A,N/A,N/A,N/A,N/A,NA,1980-09-30,1989-01-27,3041,8.019941687677365,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Pre-PDUFA,3041,8.019941687677365
